datatime,fitted
1959-01-01,
1959-01-02,
1959-01-03,
1959-01-04,
1959-01-05,
1959-01-06,
1959-01-07,
1959-01-08,
1959-01-09,
1959-01-10,
1959-01-11,
1959-01-12,
1959-01-13,
1959-01-14,
1959-01-15,
1959-01-16,
1959-01-17,
1959-01-18,
1959-01-19,
1959-01-20,
1959-01-21,
1959-01-22,
1959-01-23,
1959-01-24,
1959-01-25,
1959-01-26,
1959-01-27,
1959-01-28,
1959-01-29,
1959-01-30,42.54214859
1959-01-31,29.65721893
1959-02-01,30.10061646
1959-02-02,39.72312546
1959-02-03,45.96896362
1959-02-04,43.55039978
1959-02-05,47.15401077
1959-02-06,43.88908386
1959-02-07,47.769180299999995
1959-02-08,39.9592514
1959-02-09,38.89105988
1959-02-10,48.80039597
1959-02-11,42.87734222
1959-02-12,46.62427139
1959-02-13,49.23898315
1959-02-14,42.97656631
1959-02-15,50.34260559
1959-02-16,49.67704773
1959-02-17,45.76787186
1959-02-18,43.745925899999996
1959-02-19,42.29846191
1959-02-20,49.71074295
1959-02-21,42.03676987
1959-02-22,40.81787872
1959-02-23,48.65818024
1959-02-24,47.2780571
1959-02-25,47.27420425
1959-02-26,45.18725204
1959-02-27,41.39902496
1959-02-28,39.80107498
1959-03-01,39.32698822
1959-03-02,33.9590683
1959-03-03,48.23820114
1959-03-04,45.25059509
1959-03-05,45.4152565
1959-03-06,51.12158585
1959-03-07,41.733284000000005
1959-03-08,43.37962723
1959-03-09,40.50058746
1959-03-10,43.9484024
1959-03-11,50.08377075
1959-03-12,46.61746597
1959-03-13,46.66837311
1959-03-14,42.12852478
1959-03-15,41.45740891
1959-03-16,42.37228012
1959-03-17,46.07183456
1959-03-18,48.35256577
1959-03-19,45.74900818
1959-03-20,42.42115402
1959-03-21,44.21407318
1959-03-22,43.86397934
1959-03-23,44.09482574
1959-03-24,45.5355835
1959-03-25,43.62294388
1959-03-26,41.95864868
1959-03-27,49.8578186
1959-03-28,42.03662491
1959-03-29,39.75318909
1959-03-30,49.60426712
1959-03-31,43.58505249
1959-04-01,45.15076065
1959-04-02,45.15279388
1959-04-03,48.80830383
1959-04-04,40.34500122
1959-04-05,43.47133636
1959-04-06,41.18124008
1959-04-07,43.49067688
1959-04-08,47.07127379999999
1959-04-09,43.12778091
1959-04-10,41.15974808
1959-04-11,48.42693329
1959-04-12,41.08385849
1959-04-13,39.42341232
1959-04-14,43.98894882
1959-04-15,43.14822006
1959-04-16,41.881073
1959-04-17,48.35473633
1959-04-18,45.578228
1959-04-19,43.88395691
1959-04-20,44.69440842
1959-04-21,46.48561478
1959-04-22,45.75027466
1959-04-23,48.53805923
1959-04-24,43.49832916
1959-04-25,43.25439072
1959-04-26,41.97921753
1959-04-27,43.85884094
1959-04-28,42.06544113
1959-04-29,47.46617126
1959-04-30,46.73485184
1959-05-01,42.33678818
1959-05-02,45.6020546
1959-05-03,42.83221817
1959-05-04,41.28638458
1959-05-05,46.92341614
1959-05-06,44.442508700000005
1959-05-07,43.59396362
1959-05-08,49.66356277
1959-05-09,43.0990181
1959-05-10,43.99509811
1959-05-11,44.36313629
1959-05-12,43.57161713
1959-05-13,47.45376587
1959-05-14,46.65996552
1959-05-15,43.85406113
1959-05-16,41.30091476
1959-05-17,33.75974846
1959-05-18,42.53234482
1959-05-19,46.36288452
1959-05-20,44.98452759
1959-05-21,50.98928452
1959-05-22,44.70948029
1959-05-23,43.75848007
1959-05-24,48.64126968
1959-05-25,42.73681259
1959-05-26,45.74219894
1959-05-27,44.19231796
1959-05-28,43.19489288
1959-05-29,45.06715775
1959-05-30,42.64442444
1959-05-31,42.00813675
1959-06-01,48.01811218
1959-06-02,44.64793777
1959-06-03,42.86379242
1959-06-04,43.95820618
1959-06-05,49.37822342
1959-06-06,49.66545868
1959-06-07,40.36859131
1959-06-08,41.33269119
1959-06-09,47.1257782
1959-06-10,44.99507904
1959-06-11,49.27978134
1959-06-12,43.22810745
1959-06-13,46.97736359
1959-06-14,43.1725235
1959-06-15,41.94709396
1959-06-16,46.12994003
1959-06-17,46.09151077
1959-06-18,43.31765747
1959-06-19,45.19721985
1959-06-20,49.09543228
1959-06-21,47.74844742
1959-06-22,46.42512131
1959-06-23,46.10342407
1959-06-24,44.54177856
1959-06-25,40.83195114
1959-06-26,46.56623077
1959-06-27,48.01885986
1959-06-28,44.76084518
1959-06-29,43.91513443
1959-06-30,47.03623581
1959-07-01,45.30685425
1959-07-02,46.35126114
1959-07-03,44.41360474
1959-07-04,45.02082825
1959-07-05,44.67357635
1959-07-06,43.71240997
1959-07-07,45.9048233
1959-07-08,44.37161636
1959-07-09,44.64089203
1959-07-10,44.96125412
1959-07-11,47.07363129
1959-07-12,43.00123978
1959-07-13,42.60784149
1959-07-14,46.29842377
1959-07-15,44.81046295
1959-07-16,44.10204697
1959-07-17,45.84514618
1959-07-18,47.86267853
1959-07-19,47.39877319
1959-07-20,48.41737366
1959-07-21,47.69879532
1959-07-22,45.68045044
1959-07-23,48.42657852
1959-07-24,43.73655319
1959-07-25,43.44827271
1959-07-26,43.60998917
1959-07-27,48.85146713
1959-07-28,47.14880371
1959-07-29,48.19361496
1959-07-30,47.18908691
1959-07-31,45.79878616
1959-08-01,49.05277252
1959-08-02,45.43579483
1959-08-03,43.43136978
1959-08-04,48.466804499999995
1959-08-05,57.88063812
1959-08-06,46.66219711
1959-08-07,41.67528915
1959-08-08,45.33426285
1959-08-09,44.2677803
1959-08-10,45.66856384
1959-08-11,47.91975021
1959-08-12,47.7453804
1959-08-13,46.63420105
1959-08-14,43.46216965
1959-08-15,44.20967865
1959-08-16,47.61796951
1959-08-17,46.77487564
1959-08-18,47.34658051
1959-08-19,48.57884598
1959-08-20,48.34234238
1959-08-21,48.58231735
1959-08-22,46.55012894
1959-08-23,46.52344513
1959-08-24,47.98358154
1959-08-25,51.82463455
1959-08-26,51.92828751
1959-08-27,46.70895004
1959-08-28,44.93939972
1959-08-29,47.18764114
1959-08-30,47.13048935
1959-08-31,47.03849792
1959-09-01,46.11315155
1959-09-02,61.8680954
1959-09-03,45.21434021
1959-09-04,45.88092422
1959-09-05,46.21434784
1959-09-06,47.46492386
1959-09-07,45.77445984
1959-09-08,47.26408768
1959-09-09,49.15708923
1959-09-10,46.88994217
1959-09-11,47.27061844
1959-09-12,48.41184235
1959-09-13,47.41095352
1959-09-14,43.54911041
1959-09-15,45.87221146
1959-09-16,50.19478226
1959-09-17,50.4455719
1959-09-18,50.09278107
1959-09-19,50.72221756
1959-09-20,47.49507141
1959-09-21,52.69483185
1959-09-22,56.26729965
1959-09-23,65.99436569
1959-09-24,51.73141098
1959-09-25,50.77542114
1959-09-26,49.15692139
1959-09-27,46.77378082
1959-09-28,49.39996719
1959-09-29,49.93661499
1959-09-30,57.92874527
1959-10-01,51.09723663
1959-10-02,49.27012253
1959-10-03,50.49491882
1959-10-04,51.0079422
1959-10-05,47.79228592
1959-10-06,47.36298370000001
1959-10-07,51.34599686
1959-10-08,49.057567600000006
1959-10-09,51.949855799999995
1959-10-10,51.27220154
1959-10-11,47.89135742
1959-10-12,46.70306396
1959-10-13,58.81024551
1959-10-14,47.68748856
1959-10-15,48.29846573
1959-10-16,49.59725571
1959-10-17,49.46261978
1959-10-18,48.02086639
1959-10-19,47.41709518
1959-10-20,45.59170532
1959-10-21,43.839206700000005
1959-10-22,47.36551666
1959-10-23,48.13963699
1959-10-24,47.89797592
1959-10-25,47.50967789
1959-10-26,45.24007416
1959-10-27,45.31106949
1959-10-28,49.24230194
1959-10-29,46.95175171
1959-10-30,48.55490494
1959-10-31,47.4523468
1959-11-01,51.95098114
1959-11-02,51.2253685
1959-11-03,48.19249725
1959-11-04,46.24204254
1959-11-05,48.87311935
1959-11-06,49.28115082
1959-11-07,48.86940002
1959-11-08,46.26186371
1959-11-09,47.68188858
1959-11-10,43.8539238
1959-11-11,45.69081879
1959-11-12,47.25647354
1959-11-13,44.88380051
1959-11-14,43.22648239
1959-11-15,46.927169799999994
1959-11-16,44.93720245
1959-11-17,44.41872406
1959-11-18,46.7302475
1959-11-19,46.29456329
1959-11-20,50.00445938
1959-11-21,48.78470993
1959-11-22,44.872612
1959-11-23,50.92900848
1959-11-24,48.41988373
1959-11-25,46.42309952
1959-11-26,48.59034348
1959-11-27,47.34560013
1959-11-28,48.68452454
1959-11-29,46.23472595
1959-11-30,47.47424698
1959-12-01,47.77173615
1959-12-02,45.17119217
1959-12-03,46.81968689
1959-12-04,45.08809662
1959-12-05,44.79026413
1959-12-06,47.22332382
1959-12-07,48.8157959
1959-12-08,45.63474274
1959-12-09,48.86117172
1959-12-10,48.01218414
1959-12-11,49.84128952
1959-12-12,47.76261902
1959-12-13,50.24423981
1959-12-14,49.57386398
1959-12-15,45.20155334
1959-12-16,48.72087097
1959-12-17,47.88356781
1959-12-18,47.32366943
1959-12-19,45.66548157
1959-12-20,43.75669479
1959-12-21,47.57778168
1959-12-22,45.33998108
1959-12-23,44.9393158
1959-12-24,47.77968979
1959-12-25,47.25801468
1959-12-26,43.06787872
1959-12-27,45.40752411
1959-12-28,42.42316818
1959-12-29,48.00778961
1959-12-30,47.63644028
1959-12-31,44.01176071
