datatime,fitted
1959-01-01,
1959-01-02,
1959-01-03,
1959-01-04,
1959-01-05,
1959-01-06,
1959-01-07,
1959-01-08,
1959-01-09,
1959-01-10,
1959-01-11,
1959-01-12,
1959-01-13,
1959-01-14,
1959-01-15,
1959-01-16,
1959-01-17,
1959-01-18,
1959-01-19,
1959-01-20,
1959-01-21,
1959-01-22,
1959-01-23,
1959-01-24,
1959-01-25,
1959-01-26,
1959-01-27,
1959-01-28,
1959-01-29,
1959-01-30,38.54214859
1959-01-31,25.65721893
1959-02-01,26.10061646
1959-02-02,35.72312546
1959-02-03,41.96896362
1959-02-04,39.55039978
1959-02-05,43.15401077
1959-02-06,39.88908386
1959-02-07,43.769180299999995
1959-02-08,35.9592514
1959-02-09,34.89105988
1959-02-10,44.80039597
1959-02-11,38.87734222
1959-02-12,42.62427139
1959-02-13,45.23898315
1959-02-14,38.97656631
1959-02-15,46.34260559
1959-02-16,45.67704773
1959-02-17,41.76787186
1959-02-18,39.745925899999996
1959-02-19,38.29846191
1959-02-20,45.71074295
1959-02-21,38.03676987
1959-02-22,36.81787872
1959-02-23,44.65818024
1959-02-24,43.2780571
1959-02-25,43.27420425
1959-02-26,41.18725204
1959-02-27,37.39902496
1959-02-28,35.80107498
1959-03-01,35.32698822
1959-03-02,29.959068300000002
1959-03-03,44.23820114
1959-03-04,41.25059509
1959-03-05,41.4152565
1959-03-06,47.12158585
1959-03-07,37.733284000000005
1959-03-08,39.37962723
1959-03-09,36.50058746
1959-03-10,39.9484024
1959-03-11,46.08377075
1959-03-12,42.61746597
1959-03-13,42.66837311
1959-03-14,38.12852478
1959-03-15,37.45740891
1959-03-16,38.37228012
1959-03-17,42.07183456
1959-03-18,44.35256577
1959-03-19,41.74900818
1959-03-20,38.42115402
1959-03-21,40.21407318
1959-03-22,39.86397934
1959-03-23,40.09482574
1959-03-24,41.5355835
1959-03-25,39.62294388
1959-03-26,37.95864868
1959-03-27,45.8578186
1959-03-28,38.03662491
1959-03-29,35.75318909
1959-03-30,45.60426712
1959-03-31,39.58505249
1959-04-01,41.15076065
1959-04-02,41.15279388
1959-04-03,44.80830383
1959-04-04,36.34500122
1959-04-05,39.47133636
1959-04-06,37.18124008
1959-04-07,39.49067688
1959-04-08,43.07127379999999
1959-04-09,39.12778091
1959-04-10,37.15974808
1959-04-11,44.42693329
1959-04-12,37.08385849
1959-04-13,35.42341232
1959-04-14,39.98894882
1959-04-15,39.14822006
1959-04-16,37.881073
1959-04-17,44.35473633
1959-04-18,41.578228
1959-04-19,39.88395691
1959-04-20,40.69440842
1959-04-21,42.48561478
1959-04-22,41.75027466
1959-04-23,44.53805923
1959-04-24,39.49832916
1959-04-25,39.25439072
1959-04-26,37.97921753
1959-04-27,39.85884094
1959-04-28,38.06544113
1959-04-29,43.46617126
1959-04-30,42.73485184
1959-05-01,38.33678818
1959-05-02,41.6020546
1959-05-03,38.83221817
1959-05-04,37.28638458
1959-05-05,42.92341614
1959-05-06,40.442508700000005
1959-05-07,39.59396362
1959-05-08,45.66356277
1959-05-09,39.0990181
1959-05-10,39.99509811
1959-05-11,40.36313629
1959-05-12,39.57161713
1959-05-13,43.45376587
1959-05-14,42.65996552
1959-05-15,39.85406113
1959-05-16,37.30091476
1959-05-17,29.75974846
1959-05-18,38.53234482
1959-05-19,42.36288452
1959-05-20,40.98452759
1959-05-21,46.98928452
1959-05-22,40.70948029
1959-05-23,39.75848007
1959-05-24,44.64126968
1959-05-25,38.73681259
1959-05-26,41.74219894
1959-05-27,40.19231796
1959-05-28,39.19489288
1959-05-29,41.06715775
1959-05-30,38.64442444
1959-05-31,38.00813675
1959-06-01,44.01811218
1959-06-02,40.64793777
1959-06-03,38.86379242
1959-06-04,39.95820618
1959-06-05,45.37822342
1959-06-06,45.66545868
1959-06-07,36.36859131
1959-06-08,37.33269119
1959-06-09,43.1257782
1959-06-10,40.99507904
1959-06-11,45.27978134
1959-06-12,39.22810745
1959-06-13,42.97736359
1959-06-14,39.1725235
1959-06-15,37.94709396
1959-06-16,42.12994003
1959-06-17,42.09151077
1959-06-18,39.31765747
1959-06-19,41.19721985
1959-06-20,45.09543228
1959-06-21,43.74844742
1959-06-22,42.42512131
1959-06-23,42.10342407
1959-06-24,40.54177856
1959-06-25,36.83195114
1959-06-26,42.56623077
1959-06-27,44.01885986
1959-06-28,40.76084518
1959-06-29,39.91513443
1959-06-30,43.03623581
1959-07-01,41.30685425
1959-07-02,42.35126114
1959-07-03,40.41360474
1959-07-04,41.02082825
1959-07-05,40.67357635
1959-07-06,39.71240997
1959-07-07,41.9048233
1959-07-08,40.37161636
1959-07-09,40.64089203
1959-07-10,40.96125412
1959-07-11,43.07363129
1959-07-12,39.00123978
1959-07-13,38.60784149
1959-07-14,42.29842377
1959-07-15,40.81046295
1959-07-16,40.10204697
1959-07-17,41.84514618
1959-07-18,43.86267853
1959-07-19,43.39877319
1959-07-20,44.41737366
1959-07-21,43.69879532
1959-07-22,41.68045044
1959-07-23,44.42657852
1959-07-24,39.73655319
1959-07-25,39.44827271
1959-07-26,39.60998917
1959-07-27,44.85146713
1959-07-28,43.14880371
1959-07-29,44.19361496
1959-07-30,43.18908691
1959-07-31,41.79878616
1959-08-01,45.05277252
1959-08-02,41.43579483
1959-08-03,39.43136978
1959-08-04,44.466804499999995
1959-08-05,53.88063812
1959-08-06,42.66219711
1959-08-07,37.67528915
1959-08-08,41.33426285
1959-08-09,40.2677803
1959-08-10,41.66856384
1959-08-11,43.91975021
1959-08-12,43.7453804
1959-08-13,42.63420105
1959-08-14,39.46216965
1959-08-15,40.20967865
1959-08-16,43.61796951
1959-08-17,42.77487564
1959-08-18,43.34658051
1959-08-19,44.57884598
1959-08-20,44.34234238
1959-08-21,44.58231735
1959-08-22,42.55012894
1959-08-23,42.52344513
1959-08-24,43.98358154
1959-08-25,47.82463455
1959-08-26,47.92828751
1959-08-27,42.70895004
1959-08-28,40.93939972
1959-08-29,43.18764114
1959-08-30,43.13048935
1959-08-31,43.03849792
1959-09-01,42.11315155
1959-09-02,57.8680954
1959-09-03,41.21434021
1959-09-04,41.88092422
1959-09-05,42.21434784
1959-09-06,43.46492386
1959-09-07,41.77445984
1959-09-08,43.26408768
1959-09-09,45.15708923
1959-09-10,42.88994217
1959-09-11,43.27061844
1959-09-12,44.41184235
1959-09-13,43.41095352
1959-09-14,39.54911041
1959-09-15,41.87221146
1959-09-16,46.19478226
1959-09-17,46.4455719
1959-09-18,46.09278107
1959-09-19,46.72221756
1959-09-20,43.49507141
1959-09-21,48.69483185
1959-09-22,52.26729965
1959-09-23,61.99436569
1959-09-24,47.73141098
1959-09-25,46.77542114
1959-09-26,45.15692139
1959-09-27,42.77378082
1959-09-28,45.39996719
1959-09-29,45.93661499
1959-09-30,53.92874527
1959-10-01,47.09723663
1959-10-02,45.27012253
1959-10-03,46.49491882
1959-10-04,47.0079422
1959-10-05,43.79228592
1959-10-06,43.36298370000001
1959-10-07,47.34599686
1959-10-08,45.057567600000006
1959-10-09,47.949855799999995
1959-10-10,47.27220154
1959-10-11,43.89135742
1959-10-12,42.70306396
1959-10-13,54.81024551
1959-10-14,43.68748856
1959-10-15,44.29846573
1959-10-16,45.59725571
1959-10-17,45.46261978
1959-10-18,44.02086639
1959-10-19,43.41709518
1959-10-20,41.59170532
1959-10-21,39.839206700000005
1959-10-22,43.36551666
1959-10-23,44.13963699
1959-10-24,43.89797592
1959-10-25,43.50967789
1959-10-26,41.24007416
1959-10-27,41.31106949
1959-10-28,45.24230194
1959-10-29,42.95175171
1959-10-30,44.55490494
1959-10-31,43.4523468
1959-11-01,47.95098114
1959-11-02,47.2253685
1959-11-03,44.19249725
1959-11-04,42.24204254
1959-11-05,44.87311935
1959-11-06,45.28115082
1959-11-07,44.86940002
1959-11-08,42.26186371
1959-11-09,43.68188858
1959-11-10,39.8539238
1959-11-11,41.69081879
1959-11-12,43.25647354
1959-11-13,40.88380051
1959-11-14,39.22648239
1959-11-15,42.927169799999994
1959-11-16,40.93720245
1959-11-17,40.41872406
1959-11-18,42.7302475
1959-11-19,42.29456329
1959-11-20,46.00445938
1959-11-21,44.78470993
1959-11-22,40.872612
1959-11-23,46.92900848
1959-11-24,44.41988373
1959-11-25,42.42309952
1959-11-26,44.59034348
1959-11-27,43.34560013
1959-11-28,44.68452454
1959-11-29,42.23472595
1959-11-30,43.47424698
1959-12-01,43.77173615
1959-12-02,41.17119217
1959-12-03,42.81968689
1959-12-04,41.08809662
1959-12-05,40.79026413
1959-12-06,43.22332382
1959-12-07,44.8157959
1959-12-08,41.63474274
1959-12-09,44.86117172
1959-12-10,44.01218414
1959-12-11,45.84128952
1959-12-12,43.76261902
1959-12-13,46.24423981
1959-12-14,45.57386398
1959-12-15,41.20155334
1959-12-16,44.72087097
1959-12-17,43.88356781
1959-12-18,43.32366943
1959-12-19,41.66548157
1959-12-20,39.75669479
1959-12-21,43.57778168
1959-12-22,41.33998108
1959-12-23,40.9393158
1959-12-24,43.77968979
1959-12-25,43.25801468
1959-12-26,39.06787872
1959-12-27,41.40752411
1959-12-28,38.42316818
1959-12-29,44.00778961
1959-12-30,43.63644028
1959-12-31,40.01176071
