datatime,fitted
1959-01-01,
1959-01-02,
1959-01-03,
1959-01-04,
1959-01-05,
1959-01-06,
1959-01-07,
1959-01-08,
1959-01-09,
1959-01-10,
1959-01-11,
1959-01-12,
1959-01-13,
1959-01-14,
1959-01-15,
1959-01-16,
1959-01-17,
1959-01-18,
1959-01-19,
1959-01-20,
1959-01-21,
1959-01-22,
1959-01-23,
1959-01-24,
1959-01-25,
1959-01-26,
1959-01-27,
1959-01-28,
1959-01-29,
1959-01-30,39.54214859
1959-01-31,26.65721893
1959-02-01,27.10061646
1959-02-02,36.72312546
1959-02-03,42.96896362
1959-02-04,40.55039978
1959-02-05,44.15401077
1959-02-06,40.88908386
1959-02-07,44.769180299999995
1959-02-08,36.9592514
1959-02-09,35.89105988
1959-02-10,45.80039597
1959-02-11,39.87734222
1959-02-12,43.62427139
1959-02-13,46.23898315
1959-02-14,39.97656631
1959-02-15,47.34260559
1959-02-16,46.67704773
1959-02-17,42.76787186
1959-02-18,40.745925899999996
1959-02-19,39.29846191
1959-02-20,46.71074295
1959-02-21,39.03676987
1959-02-22,37.81787872
1959-02-23,45.65818024
1959-02-24,44.2780571
1959-02-25,44.27420425
1959-02-26,42.18725204
1959-02-27,38.39902496
1959-02-28,36.80107498
1959-03-01,36.32698822
1959-03-02,30.959068300000002
1959-03-03,45.23820114
1959-03-04,42.25059509
1959-03-05,42.4152565
1959-03-06,48.12158585
1959-03-07,38.733284000000005
1959-03-08,40.37962723
1959-03-09,37.50058746
1959-03-10,40.9484024
1959-03-11,47.08377075
1959-03-12,43.61746597
1959-03-13,43.66837311
1959-03-14,39.12852478
1959-03-15,38.45740891
1959-03-16,39.37228012
1959-03-17,43.07183456
1959-03-18,45.35256577
1959-03-19,42.74900818
1959-03-20,39.42115402
1959-03-21,41.21407318
1959-03-22,40.86397934
1959-03-23,41.09482574
1959-03-24,42.5355835
1959-03-25,40.62294388
1959-03-26,38.95864868
1959-03-27,46.8578186
1959-03-28,39.03662491
1959-03-29,36.75318909
1959-03-30,46.60426712
1959-03-31,40.58505249
1959-04-01,42.15076065
1959-04-02,42.15279388
1959-04-03,45.80830383
1959-04-04,37.34500122
1959-04-05,40.47133636
1959-04-06,38.18124008
1959-04-07,40.49067688
1959-04-08,44.07127379999999
1959-04-09,40.12778091
1959-04-10,38.15974808
1959-04-11,45.42693329
1959-04-12,38.08385849
1959-04-13,36.42341232
1959-04-14,40.98894882
1959-04-15,40.14822006
1959-04-16,38.881073
1959-04-17,45.35473633
1959-04-18,42.578228
1959-04-19,40.88395691
1959-04-20,41.69440842
1959-04-21,43.48561478
1959-04-22,42.75027466
1959-04-23,45.53805923
1959-04-24,40.49832916
1959-04-25,40.25439072
1959-04-26,38.97921753
1959-04-27,40.85884094
1959-04-28,39.06544113
1959-04-29,44.46617126
1959-04-30,43.73485184
1959-05-01,39.33678818
1959-05-02,42.6020546
1959-05-03,39.83221817
1959-05-04,38.28638458
1959-05-05,43.92341614
1959-05-06,41.442508700000005
1959-05-07,40.59396362
1959-05-08,46.66356277
1959-05-09,40.0990181
1959-05-10,40.99509811
1959-05-11,41.36313629
1959-05-12,40.57161713
1959-05-13,44.45376587
1959-05-14,43.65996552
1959-05-15,40.85406113
1959-05-16,38.30091476
1959-05-17,30.75974846
1959-05-18,39.53234482
1959-05-19,43.36288452
1959-05-20,41.98452759
1959-05-21,47.98928452
1959-05-22,41.70948029
1959-05-23,40.75848007
1959-05-24,45.64126968
1959-05-25,39.73681259
1959-05-26,42.74219894
1959-05-27,41.19231796
1959-05-28,40.19489288
1959-05-29,42.06715775
1959-05-30,39.64442444
1959-05-31,39.00813675
1959-06-01,45.01811218
1959-06-02,41.64793777
1959-06-03,39.86379242
1959-06-04,40.95820618
1959-06-05,46.37822342
1959-06-06,46.66545868
1959-06-07,37.36859131
1959-06-08,38.33269119
1959-06-09,44.1257782
1959-06-10,41.99507904
1959-06-11,46.27978134
1959-06-12,40.22810745
1959-06-13,43.97736359
1959-06-14,40.1725235
1959-06-15,38.94709396
1959-06-16,43.12994003
1959-06-17,43.09151077
1959-06-18,40.31765747
1959-06-19,42.19721985
1959-06-20,46.09543228
1959-06-21,44.74844742
1959-06-22,43.42512131
1959-06-23,43.10342407
1959-06-24,41.54177856
1959-06-25,37.83195114
1959-06-26,43.56623077
1959-06-27,45.01885986
1959-06-28,41.76084518
1959-06-29,40.91513443
1959-06-30,44.03623581
1959-07-01,42.30685425
1959-07-02,43.35126114
1959-07-03,41.41360474
1959-07-04,42.02082825
1959-07-05,41.67357635
1959-07-06,40.71240997
1959-07-07,42.9048233
1959-07-08,41.37161636
1959-07-09,41.64089203
1959-07-10,41.96125412
1959-07-11,44.07363129
1959-07-12,40.00123978
1959-07-13,39.60784149
1959-07-14,43.29842377
1959-07-15,41.81046295
1959-07-16,41.10204697
1959-07-17,42.84514618
1959-07-18,44.86267853
1959-07-19,44.39877319
1959-07-20,45.41737366
1959-07-21,44.69879532
1959-07-22,42.68045044
1959-07-23,45.42657852
1959-07-24,40.73655319
1959-07-25,40.44827271
1959-07-26,40.60998917
1959-07-27,45.85146713
1959-07-28,44.14880371
1959-07-29,45.19361496
1959-07-30,44.18908691
1959-07-31,42.79878616
1959-08-01,46.05277252
1959-08-02,42.43579483
1959-08-03,40.43136978
1959-08-04,45.466804499999995
1959-08-05,54.88063812
1959-08-06,43.66219711
1959-08-07,38.67528915
1959-08-08,42.33426285
1959-08-09,41.2677803
1959-08-10,42.66856384
1959-08-11,44.91975021
1959-08-12,44.7453804
1959-08-13,43.63420105
1959-08-14,40.46216965
1959-08-15,41.20967865
1959-08-16,44.61796951
1959-08-17,43.77487564
1959-08-18,44.34658051
1959-08-19,45.57884598
1959-08-20,45.34234238
1959-08-21,45.58231735
1959-08-22,43.55012894
1959-08-23,43.52344513
1959-08-24,44.98358154
1959-08-25,48.82463455
1959-08-26,48.92828751
1959-08-27,43.70895004
1959-08-28,41.93939972
1959-08-29,44.18764114
1959-08-30,44.13048935
1959-08-31,44.03849792
1959-09-01,43.11315155
1959-09-02,58.8680954
1959-09-03,42.21434021
1959-09-04,42.88092422
1959-09-05,43.21434784
1959-09-06,44.46492386
1959-09-07,42.77445984
1959-09-08,44.26408768
1959-09-09,46.15708923
1959-09-10,43.88994217
1959-09-11,44.27061844
1959-09-12,45.41184235
1959-09-13,44.41095352
1959-09-14,40.54911041
1959-09-15,42.87221146
1959-09-16,47.19478226
1959-09-17,47.4455719
1959-09-18,47.09278107
1959-09-19,47.72221756
1959-09-20,44.49507141
1959-09-21,49.69483185
1959-09-22,53.26729965
1959-09-23,62.99436569
1959-09-24,48.73141098
1959-09-25,47.77542114
1959-09-26,46.15692139
1959-09-27,43.77378082
1959-09-28,46.39996719
1959-09-29,46.93661499
1959-09-30,54.92874527
1959-10-01,48.09723663
1959-10-02,46.27012253
1959-10-03,47.49491882
1959-10-04,48.0079422
1959-10-05,44.79228592
1959-10-06,44.36298370000001
1959-10-07,48.34599686
1959-10-08,46.057567600000006
1959-10-09,48.949855799999995
1959-10-10,48.27220154
1959-10-11,44.89135742
1959-10-12,43.70306396
1959-10-13,55.81024551
1959-10-14,44.68748856
1959-10-15,45.29846573
1959-10-16,46.59725571
1959-10-17,46.46261978
1959-10-18,45.02086639
1959-10-19,44.41709518
1959-10-20,42.59170532
1959-10-21,40.839206700000005
1959-10-22,44.36551666
1959-10-23,45.13963699
1959-10-24,44.89797592
1959-10-25,44.50967789
1959-10-26,42.24007416
1959-10-27,42.31106949
1959-10-28,46.24230194
1959-10-29,43.95175171
1959-10-30,45.55490494
1959-10-31,44.4523468
1959-11-01,48.95098114
1959-11-02,48.2253685
1959-11-03,45.19249725
1959-11-04,43.24204254
1959-11-05,45.87311935
1959-11-06,46.28115082
1959-11-07,45.86940002
1959-11-08,43.26186371
1959-11-09,44.68188858
1959-11-10,40.8539238
1959-11-11,42.69081879
1959-11-12,44.25647354
1959-11-13,41.88380051
1959-11-14,40.22648239
1959-11-15,43.927169799999994
1959-11-16,41.93720245
1959-11-17,41.41872406
1959-11-18,43.7302475
1959-11-19,43.29456329
1959-11-20,47.00445938
1959-11-21,45.78470993
1959-11-22,41.872612
1959-11-23,47.92900848
1959-11-24,45.41988373
1959-11-25,43.42309952
1959-11-26,45.59034348
1959-11-27,44.34560013
1959-11-28,45.68452454
1959-11-29,43.23472595
1959-11-30,44.47424698
1959-12-01,44.77173615
1959-12-02,42.17119217
1959-12-03,43.81968689
1959-12-04,42.08809662
1959-12-05,41.79026413
1959-12-06,44.22332382
1959-12-07,45.8157959
1959-12-08,42.63474274
1959-12-09,45.86117172
1959-12-10,45.01218414
1959-12-11,46.84128952
1959-12-12,44.76261902
1959-12-13,47.24423981
1959-12-14,46.57386398
1959-12-15,42.20155334
1959-12-16,45.72087097
1959-12-17,44.88356781
1959-12-18,44.32366943
1959-12-19,42.66548157
1959-12-20,40.75669479
1959-12-21,44.57778168
1959-12-22,42.33998108
1959-12-23,41.9393158
1959-12-24,44.77968979
1959-12-25,44.25801468
1959-12-26,40.06787872
1959-12-27,42.40752411
1959-12-28,39.42316818
1959-12-29,45.00778961
1959-12-30,44.63644028
1959-12-31,41.01176071
